id,sentences,label
165,kako bi osigurala koordinirano djelovanje svih nadležnih tijela i institucija vlada će u četvrtak na sjednici osnovati stožer za koordinaciju aktivnosti povodom dolaska migranata u republiku hrvatsku,0
166,ta je točka na dnevnome redu sjednice vlade potvrdio je u srijedu hini glasnogovornik vlade nikola jelić,1
167,vlada će osnovati stožer čija je zadaća osigurati koordinirano djelovanje svih nadležnih tijela i institucija s ciljem humanitarnog prihvaćanja i zbrinjavanja migranata rekao je vladin glasnogovornik,0
168,voditelj stožera bit će potpredsjednik vlade i ministar unutarnjih poslova ranko ostojić a članovi stožer bit će zamjenici odnosno pomoćnici iz više ministarstva  socijalne politike i mladih vanjskih i europskih poslova rada i mirovinskog sustava ministarstva zdravlja te ravnatelj državne uprave za zaštitu i spašavanje,0
169,u rad stožera po potrebi će se uključivati i predstavnici drugih tijela i institucija,1
170,žslovenija je pooštrila nadzor granice s mađarskom te o tome obavijestila europsku uniju rekao je u srijedu popodne za slovensku televiziju premijer miro cerar u lendavi pri završetku dvodnenvog posjeta regiji prekmurje u kojoj je zadnjih dana zabilježen manji broj ilegalnih prelazaka granice iz susjedne mađarske koje ta zemlja nije htjela primiti natrag temeljem bilateralnog ugovora o readmisiji osoba koje prijeđu granicu nelegalno,1
171,uz poštrene mjere na granici s istočnom susjedom slovenija će na granici s hrvatskom provoditi schengensku regulativu kazao je cerar koji će kasnije poslijepodne održati i konferenciju za novinare,1
172,prije toga slovenskim premijer je za medije kazao da slovenija prati mogućnost dolaska većeg broja izbjeglica u sloveniju pri čemu će postupati humano ali u skladu sa zakonom te uz osiguravanje sigurnosti za svoje građane,0
173,o izbjegličkoj problematici bit će večeras riječi i na press konferenciji policije i ministarstva unutarnjih poslova u ljubljani kad je najavljena i izjava ministrice unutarnjih poslova vesne gjerkeš žnidar,1
174,ministar zdravlja siniša varga posjetio je poslijepodne policijsku postaju tovarnik u koju od ranoga jutra granična policija dovozi izbjeglice koje zatekne s hrvatske strane granice sa srbijom i izvijestio novinare da su zdravstveni djelatnici obavili već 30ak lakših medicinskih intervencija a da je jedna trudnica u 12 tjednu trudnoće prevezena je u bolnicu,0
175,sve službe hrvatskog zdravstva su spremne i pružaju maksimalnu zdravstvenu zaštitu izbjeglicama koje dolaze i na proputovanju su kroz hrvatsku rekao je varga,1
176,svaka zdravstvena tegoba kod izbjeglica se identificira do sada je obavljeno 30ak lakših medicinskih intervencija a jedna trudnica u 12 tjednu trudnoće je zbog zdravstvenih tegoba prevezena u opću bolnicu vukovar rekao je vraga nakon susreta s ekipama za prihvat izbjeglica,1
177,rekao je da krizni stožer ministarstva zdravlja u suradnji s mupom već više od mjesec dana prati situaciju s izbjeglicama u srbiji i na mađarskoj granici,1
178,aktiviran je protokol namijenjen zdravstvenim ustanovama crvenom križu civilnoj zaštiti i drugima rekao je i naglasio da je hrvatski zdravstveni sustav spreman prihvatiti veći broj izbjeglica,0
179,načelnica kriznog stožera ministarstva zdravlja maja grba bujević je kazala da postupnik o zdravstvenom postupanju predviđa i postupanje na terenu o čemu je nešto više rekla ravnateljica zavoda za javno zdravstvo vukovarskosrijemske županije kata krešić,1
180,prema svakoj osobi koja ulazi u republiku hrvatsku provodi se zdravstveni nadzor čiji stupanj ovisi o tome koliko će se ta osoba zdržati u hrvatskoj rekla je,0
181,u tovarniku se radi o izbjeglicama koje odmah napuštaju ovo područje što znači da je postupak prema njima drugačji nego prema onima koji se smještaju u prihvatilišta,0
182,izbjeglicama se tijekom današnjeg dana u tovarniku pružala sitna medicinska pomoć a najčešće je bila riječ o lakšim ozljedama premorenosti iscrpljenosti i kod djece povišenoj tjelesnoj temperaturi rekla je krešić,1
183,ako se osobe duže zadržavaju u prihvatilištima prema njima se provodi epidemiološki nadzor,0
184,neposredne ugroze za stanovništvo tovarnika nema već i zbog toga što su izbjeglice kraće smještene u policijskoj postaji i zatim su utobusima odvezeni kazala je krešić,0
185,što se tiče zaraznih bolesti rekla je da izbjeglice već dugo putuju pa bi se eventualna bolest i manifestirala,0
186,od jutra do poslijepodnevnih sati hrvatski crveni križ hck podijelio je izbjeglicama značajne količine hrane i higijenskih potrepština a u srijedu je u podjeli sudjelovalo 70ak volontera crvenoga križa doznaje se od glasnogovornice katarine zorić,0
187,podijeljeno je 2000 litara vode 3000 peciva za doručak tisuću komada konzervirane hrane halal 50 litara mlijeka 60 kilograma jabuka 10 kilograma grožđa te slatkiši za djecu,0
188,od higijenskih potrepština podijeljeno je 1500 higijenskih artikala dezinfekcijska sredstva sapuni maramice 50 deka 15 setova prve pomoći 100 komada higijenskih proizvoda za djecu i 2500 maski i rukavica za izbjeglice policiju i volontere,0
189,iz hrvatskog crvenog križa poručuju kako je zasad na terenu dovoljno volontera te da će u slučaju pojačanih potreba osigurati veći broj ljudi,1
190,u prihvatni centar u ježevu je oko 16 sati uz policijsku pratnju stigao prvi autobus s izbjeglicama,0
191,najavljeni vlak iz zagreba je poslan u vinkovce te će se koristiti u skladu s direktivama policije,1
192,vijeće za nacionalnu sigurnost u saboru će raspravljati o izbjegličkoj krizi,0
193,zbog čega su izbjeglice do sada zaobilazili hrvatsku,0
194,liječnik u zdravstvenoj ambulanti u tovarniku dr shoukry nizar sirijac iz grada alepa koji je oženjen hrvaticom i smatra se hrvatom stavio se na raspolaganje hrvatskoj policiji kao tumač u razgovoru s izbjeglicama koje stižu u hrvatsku,1
195,dr nizar je u srijedu u tovarniku novinarima izjavio da je sve ovo što se događa tužno i da se tako nešto može dogoditi svakome,0
196,gledam žene i djecu kako hodaju gladni spavaju vani u nemogućim uvjetima i svaki čovjek mora reagirati na humani način rekao je dr nizar,0
197,pohvalio je rad hrvatske policije koja je napravila veliki posao s izbjeglicama i pružila im toliko potreban mir,1
198,izbjeglicama sam rekao da ih ovdje u hrvatskoj dočekuju kao ljude bez nasilja da dolaze u krasnu zemlju s divnim ljudima rekao je novinarima dr nizar koji u ambulanti u tovarniku radi već tri i pol godine,0
199,dr nizar je potvrdio da se uz sirijce afganistance i iračane nalazi i određeni broj ljudi koji ne govori arapski jezik pa pretpostavlja da je riječ o osobama iz albanije ili s kosova,0
200,u splitu osvanuli grafiti protiv izbjeglica,1
201,hrvatske željeznice su za prijevoz izbjeglica od tovarnika do glavnog registracijskog centra u ježevu ustupile jedan putnički vlak priopćilo je ravnateljstvo policije,0
202,novinarima iz sigurnosnih razloga neće biti omogućeno da se ukrcaju u vlak,0
203,do 14 sati u pp tovarnik gdje se provode prve sigurnosne mjere i prihvat migranata primljene su ukupno 373 osobe 225 muškaraca 75 žena 73 djece,0
204,za sada su u tri autobusa prema glavnom registracijskom centru u ježevo upućene 163 osobe,0
205,oko 1330 sati jedna obitelj je kolima hitne medicinske pomoći prevezena u opću županijsku bolnicu vukovar zbog problema žene u trudnoći priopćio je mup,0
206,vukovarski zubar rodom iz aleppa angažiran je da prevodi jer jako malo izbjeglica govori engleski,0
207,kaže kako je najmanje ljudi iz sirije da ih ima ih sudana afganistana albanije iraka irana svi su užasno uplašeni nemaju pojma gdje su nemaju nikakvih saznanja o hrvatskoj osim što su ranije čuli da je hrvatska opasna,0
208,no svi koji su stigli ostali su ugodno iznenađeni rekao je novinarima shoukry nazir,1
209,glasnogovornik pu vukovarskosrijemske kazao je novinarima u tovarniku kako zasad nema više priljeva izbjeglica te da on ovisi o dolasku autobusa,1
210,kako doznajemo novi autobusi tek trebaju stići a stožer u tovarniku je spreman na novi prihvat,0
211,temeljem podataka dobivenih u kontaktu sa srbijanskim kolegama ostojić kaže da prema hrvatskoj s mađarskosrpske granice dolazi oko tri tisuće osoba i to prema tovarniku i šidu a oko tisuću ljudi stiglo je već iz preševa,0
212,to je maksimalna brojka koja bi se mogla ovih dana očekivati da pokuša proći preko hrvatske navodio ostojić te ističe da je situacija na granici mirna,1
213,izbjeglice dolaze na način da ih autobusi srbijanskih prijevoznika iskrcavaju na oko dva kilometra do državne granice republike hrvatske na tovarnik gdje dobiju naputak da se mimo ceste kroz polja kukuruza upute prema hrvatskoj,0
214,s hrvatske strane hrvatska granična policija uočene izbjeglice pokupi i dovozi u tovarnik,0
215,na trasi kretanja izbjeglica minirana šuma đeletovci,0
216,načelnik stožera zaštite i spašavanja vukovarskosrijemske županije zdravko kelić potvrdio je u srijedu da su prema ježevu sisku i kutini krenula tri autobusa s izbjeglicama,0
217,ekipe za prihvat izbjeglica za sada dobro odrađuju posao a mogu prihvatiti i zbrinuti onoliki broj izbjeglica koliko ih je u stanju mup obraditi rekao je kelić te dodao da se ne isključuje mogućnost otvaranja novih prihvatnih centara duž granice sa srbijom ukoliko izbjeglice krenu primjerice prema bajkovu ili iloku,0
218,glasnogovornica hrvatskog crvenog križa hck katarina zorić u izjavi novinarima istaknula je da su djelatnici hcka i volonteri u tovarniku od ranih jutarnjih sati te da su dosada izbjeglicama podijelili nešto više od 1000 litara vode 300 kilograma konzervi i brojne pakete s higijenskim potrepštinama kao što su vlažne maramice pelene i slično,0
219,naši timovi za prvu pomoć pružaju prvu pomoć umornim i iscrpljenim izbjeglicama a to čine i djelatnici hitne pomoći rekla je zorić dodavši da se akcija provodi koordinirano i protiče u najboljem redu,1
220,potvrdila je da se među izbjeglicama nalazi velik broj male djece,0
221,vlak za prihvat izbjeglica sa 11 vagona krenuo je u srijedu u 1308 sati sa zagrebačkog glavnog kolodvora za vinkovce u koje bi trebao stići u 1639 sati izjavila je hini glasnogovornica hžputničkog prijevoza ivana čubelić,0
222,istaknula je da je vlak dodatno pojačan sa sedam vagona te ih je ukupno 11,1
223,može primiti više od 1000 putnika,1
224,ima oko 600 sjedećih mjesta rekla je čubelić koja nije mogla dati preciznije podatke o povratnoj destinaciji toga vlaka,0
225,liječnici diljem hrvatske a pogotovo oni u tovarniku i pograničnim naseljima revoltirani su èinjenicom da im je tek danas stigla obavijest o postupanju s izbjeglicama što u ministarstvu zdravlja nisu komentirali,0
226,hžov vlak koji će izbjeglice dovesti do prihvatnog centra u zagrebu je krenuo,0
227,za 15 sati najavljena je iduća tiskovna konferencija pu vukovarskosrijemske,0
228,kako doznaje index do 1250 više od 320 izbjeglica je registrirano a grupa od 50ak njih većinom žene i djece prevezena je autobsom do prihvatnih centara,0
229,u 1530 u tovarnik dolazi ministar varga,0
230,kako javlja indexov kolega nitko nema pojma koliko izbjeglica mogu očekivati prema njegovim procjenama sigurno više od tisuću,1
231,rtl doznaje kako na istok hrvatske stiže izvanredni vlak koji će 500 izbjeglica prevesti u zagreb gdje će biti smješteni u dugavama u mupovom centru,0
232,hrt javlja kako se tijekom dana očekuje još 12 autobusa s izbjeglica,0
233,1115 glasnogovornik pu vukovarskosrijemske kazao je novinarima kako su dosad registrirali ukupno 181 izbjeglica,0
234,sve je u najboljem redu izbjeglice surađuju dodao je,1
235,u krugu policijske postaje u tovarniku u srijedu prijepodne nalazi se 100njak izbjeglica i u tijeku je njihova registracija a uglavnom je riječ o osobama pristiglim sa srbijanskog graničnog prijelaza šida doznaje se od načelnika stožera zaštite i spašavanja vukovarkosrijemske županije zdravka kelića,1
236,operativne snage zaštite sustava i spašavanja do kraja dana na ovome području očekuju oko 500 izbjeglica koji su krenuli sinoć autobusima iz preševo sa srpskomakedonske granice rekao je kelić dodavši da će se izbjeglice naknadno u organiziranim prijevozom prevoziti prema zagrebu,1
237,policija maricama vozi izbjeglice na registraciju u policijsku postaju,0
238,milanović je u saboru rekao da će sazvati vijeće za nacionalnu sigurnost zbog izbjeglica no tom je prilikom poručio kolindi grabar kitarović da je za taj probleme ionako odgovorna isključivo vlada,0
239,skupina od 20tak izbjeglica prešla je hrvatsku granicu mimo međunarodnih graničnih prijelaza između srbije i hrvatske uočili su ih hrvatski policajci i doveli u tovarnik potvrdio je hini u srijedu ujutro oko 830 sati glasnogovornik vukovarskosrijemske policijske uprave domagoj džigumović,0
240,u tijeku je postupak njihove registracije rekao je džigumović,0
241,reporterka n1 javlja da je oko 830 kolona policijskih vozila krenula prema poljima preko kojih izbjeglice pokušavaju ilegalno ući u hrvatsku,0
242,većina ljudi dospjelih u srijedu ujutro u šid sirijci su i afganistanci muškarci žene i djeca svih životnih dobi,0
243,za prijevoz od preševa do šida platili su 35 eura,0
244,jedan od njih amadu 35 kaže da je došao iz mauritanije,0
245,rekli su nam da je granica prema mađarskoj zatvorena i srpska policija nam je kazala da trebamo ići ovim smjerom ispričao je,0
246,poput brojnih drugih izbjeglica koji bježe pred ratnim sukobom i siromaštvom amadu nije nikada ranije čuo za hrvatsku i ne zna da je zemlja dio europske unije,1
247,želimo otići u bilo koju zemlju u kojoj vlada mir,1
248,u mauritaniji je život jako težak nema posla kazao je,1
249,amadu i prijatelj s kojim je doputovao do šida mršavi su izgledaju vrlo iscrpljeno i pomalo uplašeno,0
250,ne znamo što nam je sada činiti,0
251,trebamo li nastaviti čamcem  pita se amadu,0
252,bio je vrlo sretan kad je saznao da nema više putovanja čamcem i da se šid nalazi nešto manje od deset km od hrvatske granice,0
253,dvadesetogodišnji mohamed kadir stiže iz pakistana,0
254,ni on nije nikad čuo za hrvatsku,1
255,kaže da samo traži posao,0
256,ja dolazim iz područja na kojemu nema novca nema hrane nema električne energije,0
257,moram zaraditi nešto novca da bih ga poslao svojoj braći i sestrama kaže mohamed,0
258,amadua i mohameda iznenadila je informacija o tomu da je grupa s kojom su stigli prva koja je isprobala novi put prema sjeveru europe,1
259,na autobusnoj stanici u šidu iscpljeni putnici nastojali su se malo odmoriti nakon dugog putovanja autobusom piše afp,0
260,hrvatska policija okružila prvu skupinu izbjeglica i odvela ih na registriranje,0
261,ako budu mogli ući u hrvatsku izbjeglice koji žele nastaviti putovanje prema sjeveru europe morat će proći kroz slovenijeu javlja ap,0
262,na hrvatskom graničnom prijelazu tovarnik prema srbiji od ponoći se nalaze volonteri i djelatnici hrvatskog crvenog križa zbog najavljenog mogućeg vala izbjeglica potvrdila je hini glasnogovornica hrvatskog crvenog križa katarina zorić,1
263,došli su na poziv načelnika stožera zaštite i spašavanja vukovarskosrijemske županije a imaju pripremljena materijalna sredstva za prihvat  vodu setove za prvu pomoć deke akrtikle za osobnu higijenu i drugo dodala je,0
264,na terenu na gp tovarnik je 11 članova tima crvenog križa od kojih su četvoro iz središnjeg ureda iz zagreba a 11oro su članovi interventnog tima crvenog križa u vinkovcima,1
265,tijekom prijepodneva pridružit će im se joj djelatnika i volontera crvenog križa,0
266,hrvatski crveni križ djeluje u suradnji i koordinaciji s policijom te drugim državni institucijama i udrugama civilnog društva kaže glasnogovornica zorić,0
267,među grupom izbjeglica koje se kroz polja približavaju hrvatskoj granici ima nekoliko beba i jako puno male djece,0
268,padaju s nogu od umora gladni su i žedni no ne odistaju,1
269,žele izbjeći granicu kako ne bi bili registrirani u hrvatskoj jer se žele registrirari i dobiti azil u njemačkoj javlja hrt,0
270,autobusi su prevezli izbjeglice u šid nakon što je mađarska u potpunosti zatvorila svoju granicu zbog čega su tisuće zapele na putu prema njemačkoj,1
271,hrvatska je rekla piše bbc da neće samo tako propustiti izbjeglice,0
272,hrtov dopisnik javlja kako je prva skupina izbjeglica došla do granične crte s hrvatskom,1
273,dočekala ih je hrvatska policija i usmjerila prema policijskoj postaji u tovarniku,0
274,na hrvatskim graničnim prijelazima s republikom srbijom još nema pojedinačnih niti grupnih dolazaka izbjeglica iz sirije izjavio je hini u srijedu ujutro oko 730 sati glasnogovornik policijske vukovarskosrijemske domagoj džigumović,0
275,n1 javlja kako je jedan autobus s otprilike 50 izbjeglica većinom žena i djece stigao jutros oko 6 sati,0
276,nešto kasnije stigao je i drugi autobus,0
277,ljudi su zatim krenuli pješice prema tovarniku dodaju,1
278,nekoliko je izbjeglica preško granicu preko kukuruzišta i stiglo na privremeno odredište u vukovarskosrijemskoj županiji,0
279,u tovarniku je već spreman županijski stožer za zaštitu i spašavanja kao i crveni križ,0
280,dočekuju izbjeglice,0
281,na autobusima kojima se prevoze izbjeglice stoji šid i hrvatska,1
282,mađarska je u potpunosti zatvorila svoju granicu sa srbijom pa su rute sada promijenjene,0
283,grupa prijevoznika izbjeglicama je osigurala prijevoz na taj su put krenuli deseci autobusa čiji vozači izbjeglicama naplaćuju između 25 i 35 eura,0
284,reutersov kamerman vidio je desetke izbjeglica koji preko polja kukuruza stižu na srpsku granicu s hrvatskom nakon što je najmanje deset autobusa preusmjereno s rute prema mađarskoj,0
285,srpski mediji prenose da su preusmjereni autobusi s izbjeglicama koji su preko makedonije stigli na jug srbije i koji su ih dosad prevozili na sjever prema granici s mađarskom,1
286,odredište im je grad šid na granici između srbije i članice eua hrvatske nakon što je mađarska zatvorila granicu sa srbijom,0
287,reutersov kamerman snimio je dolazak jednog autobusa s najmanje 50 izbjeglica koji su se potom preko polja kukuruza uputili prema hrvatskoj,0
288,na hrvatskom graničnom prijelazu tovarnik prema srbiji od ponoći se nalaze volonteri i djelatnici hrvatskog crvenog križa zbog najavljenog mogućeg vala izbjeglica potvrdila je jutros hini glasnogovornica hrvatskog crvenog križa katarina zorić,1
289,došli su na poziv načelnika stožera zaštite i spašavanja vukovarskosrijemske županije a imaju pripremljena materijalna sredstva za prihvat  vodu setove za prvu pomoć deke akrtikle za osobnu higijenu i drugo dodala je,1
290,na terenu na gp tovarnik je 11 članova tima crvenog križa od kojih su četvoro iz središnjeg ureda iz zagreba a 11oro su članovi interventnog tima crvenog križa u vinkovcima,1
291,tijekom prijepodneva pridružit će im se joj djelatnika i volontera crvenog križa,0
292,hrvatski crveni križ djeluje u suradnji i koordinaciji s policijom te drugim državni institucijama i udrugama civilnog društva kaže glasnogovornica zorić,0
293,prema njezinim riječima u hrvatsku je u srijedu ušlo 892 migranata od kojih je obrađeno 576 ljudi 98 djece do 14 godina 108 žena i 360 muškaraca,1
294,jednim dijelom se tu radi o ekonomskoj migraciji a jednim dijelom su to ljudi koji bježe iz rata i traže azil rekla je ministrica,1
295,kazala je da oni će biti svi obrađeni smješteni nahranjeni te će im biti pružena i liječnička pomoć a dok čekaju odluku o svom statusu su slobodni,0
296,oni se u tom razdoblju slobodno kreću nisu u zatvoru rekla je šefica diplomacija,0
297,hrvatska je tvrdi pusić prva zemlja na tom putu od grčke prema zapadu koja faktički administrativno poduzima sve što treba uključujući registraciju selekcioniranje ljudi i pružanje sve potrebnu pomoći,1
298,istaknula je da migranti hrvatsku vide kao tranzitnu zemlju te da većina želi u njemačku,1
299,ne možete ih prisilno zaustaviti ti ljudi nisu došli u hrvatsku da tu ostanu oni hrvatsku vide kao tranzitnu zemlju rekla je pusić,1
300,odgovarajući pitanje o bojazni ljubljane o mogućem usmjeravanju migranata iz hrvatske prema sloveniji pusić je kazala da ljudi ne mogu ilegalno ući u sloveniju ali legalno mogu prelaziti granice i mogu se tamo prijaviti,0
301,objasnila je da se što se tiče zadržavanja u hrvatskoj dio migranata koji zadovoljavaju uvjete mogu podnijeti molbu za za azil ali ga mogu tražiti i negdje drugdje,0
302,mi nećemo nikoga ilegalno gurati preko granice apsolutno ne rekla je pusić,1
303,ocijenila je da će broj migranata koji će ući u hrvatsku zasigurno prijeći zadanu kvotu koju je odredila europska unija ponovivši da hrvatska ima dogovor s partnerima ako se približimo onom broju koji je preko naših kapaciteta,1
304,od 16 rujna 2015 godine u republiku hrvatsku ušlo je nešto više od 27 tisuća migranata,0
305,i dalje je veliki pritisak migranata na području pp tovarnik gdje se trenutno nalazi oko 3900 ljudi koji će se tijekom dana autobusima i vlakom prevoziti prema graničnim prijelazima s mađarskom objavio je mup danas u podne,1
306,više od 2000 izbjeglica i migranata do sada je iz hrvatske prešlo u sloveniju od čega skoro tisuću u zadnja 24 sata objavila je u nedjelju ujutro slovenska policija,0
307,oko 400 njih koji su noć proveli pred granicom blizu graničnog prijelaza bregana po zadnjim bi informacijama u slovenske prihvatne centre trebalo biti organizirano prebačeno tijekom dana,0
308,policijska uprava novo mesto koja koordinira prihvat izbjeglica na tom dijelu granice objavila je u subotu navečer da je uspostavljena bolja suradnja s hrvatskim pograničnim tijelima koja ih sada obavještavaju o dolasku pojedinih skupina a da je u kontaktu s hrvatskim premijerom zoranom milanovićem potvrdio je prije toga u novom mestu i slovenski premijer miro cerar te rekao da je potreban hitan dogovor o rješenju izbjegličke krize na razini europske unije o preraspoređivanju tereta koji sada pada samo na neke članice,1
309,cerar je rekao da slovenska policija dobro obavlja svoje zadaće postupajući prema izbjeglicama i migrantima humano i bez nasilja da kontrolira zelenu granicu prema hrvatskoj i da za sada nije potreban dodatni angažman vojske,1
310,slovenski ministar vanjskih poslova karl erjavec izjavio je u subotu navečer za slovensku televiziju da slovenija može privremeno primiti najviše oko 9000 izbjeglica i migranata jer je to kapacitet koji ima na raspolaganju za njihov smještaj te da je u vezi s nalaženjem rješenja u stalnom kontaktu s austrijom i njemačkom pri čemu je upozorio da se mogu očekivati novi valovi migranata zbog čega treba naći zajedničko rješenje situacije na razini europske unije,1
311,2315 nakon što je postalo jasno da niti jedan autobus neće doći po njih aktivisti i izbjeglice blokirali su u potpunosti promet na bregani,0
312,legli su i sjeli na cestu i vikali  otvorite granice,0
313,slovenci su poslali i helikopter koji je prelijetao područje a oko 60ak policajaca sa psima stvorilo je živi zid ispred izbjeglica,1
314,još je oko 400injak izbjeglica na bregani a oko sat vremena nakon početka blokade ipak su po njih stigla dva autobusa,0
315,europa mora podijeliti odgovornost za migrante rekla je u nedjelju njemačka kancelarka upozoravajući da njezina zemlja ne može primiti one koji su došli isključivo iz ekonomskih razloga,0
316,želimo prihvatiti one koji to trebaju ali moramo reći onima koji dolaze iz drugih razloga iz ekonomskih razloga da nema izgleda da ostanu kazala je merkel,0
317,na željezničku postaju botovo u nedjelju oko 18 sati došao je još jedan vlak iz tovarnika s između 1400 i 1500 migranata koje je policija po izlasku iz vlaka preusmjerila na ilegalni granični prijelaz s mađarskom preko kojega je u zadnja dva dana prešlo najmanje 8000 izbjeglica,0
318,migranti su dovezeni u 11 vagona te preusmjereni na ilagelani granični prijelaz udaljen dva kilometra od botova,0
319,tijekom noći se ne očekuju novi dolasci migranata vlakom no nije isključen njihov dolazak autobusima,0
320,maria iz afganistana koja je putovala s izbjeglicama u grčkoj se razdvojila od supruga i jednog djeteta,0
321,u srbiji je čekajući liječničku pomoć za dijete s downovim sindromom izgubila još dvoje djece koja su s njom putovala,0
322,ipak priča ima sretan kraj,1
323,u baranji je maria dobila vijest kako su joj djeca pronađena te kako čekaju nju i sestru na austrijskoj granici,0
324,akciju je pratio unhcr,1
325,ukupni broj izbjeglica koji bi mogli ući ovaj vikend u austriju vjerojatno će do kraja dana u nedjelju biti i dvadeset tisuća rekao je glasnogovornik ministarstva unutarnjih poslova,0
326,mjesto nickelsdorf uz mađarsku granicu primit će vjerojatno tri četvrtine od svih onih koji su ušli u zemlju rekao je aleksander marakovits za dpa,1
327,bio je to ogroman logistički izazov rekao je dodajući da je novi val migranata došao nenadano zbog nedostatka komunikacije od strane mađarskih vlasti,1
328,nakon što se broj migranata smanjio posljednjih dana policija vojska i crveni križ morali su iznimno brzo djelovati,1
329,u sloveniju je do nedjelje poslije podne po procjeni policije ušlo oko 2500 izbjeglica i migranata koji su većinom popisani a dio i smješten u prihvatne centre no većina odlazi prema austriji koja je primila stotinjak izbjeglica unatoč najavama da će ih vraćati preko graničnog prijelaza šentilj,0
330,skupina od stotinu migranata kojoj je bio blokiran ulaz u austriju uspjela je prijeći njezinu južnu granicu sa slovenijom protrčavši pokraj austrijskih redarstvenika u spielfeldu rekao je jedan policijski djelatnik,0
331,nismo ih mogli zadržati jer su nahrupili u masi rekao je taj policijski djelatnik priznavši da nije bilo dovoljno policajaca da bi zaustavili migrante kojima je ulaz u austriju bio onemogućen zato što nisu imali putne isprave a nisu ni zatražili azil,1
332,isti izvor kazao je kako se prema granici kreće još oko 700 migranata koji će vjerojatno također nastojati ući u austriju,1
333,indexov reporter javlja kako je situacija na graničnom prijelazu bregana uredna,1
334,organizacija je impresivna,0
335,izbjeglice imaju šatore wc hranu i odjeću koju su ljudi prikupili ističe,0
336,iako su tijekom dana mađarske vlasti pojačale vojnu prisutnost kod graničnog prijelaza beremend na granici s hrvatskom kod petrovog sela a nakon toga na graničnom prijelazu postavili i čelična vrata u nedjelju poslijepodne ipak su počele propuštati autobuse s izbjeglicama koji stižu iz tovarnika doznaje se u ravnateljstvu policije,0
337,izbjeglice su u petak mogle prelaziti preko ovoga prijelaza u mađarsku odakle ih se autobusima dalje prevozilo prema austriji ali su se s obzirom na postavljanje čeličnih vrata pojavile dvojbe hoće li im mađarske vlasti i dalje dopustiti prolaz,0
338,u policiji ističu kako prelazak izbjeglica preko graničnog prijelaza baranjsko petrovo selo i njihov prihvat na mađarskoj strani za sada funkcionira normalno,0
339,katarina zorić glasnogovornica hcka za index se osvrnula na situaciju na terenu u opatovcu ali i na drugim izbjegličkim punktovima,1
340,u opatovcu će biti jedan hangar hcka u kojem će biti podjela pića higijenskih potrepština a zaliha ima dovoljno,0
341,u području oko hangara bit će mali šatori koji će služiti kao svojevrsne blagovaonice gdje će ljudi moći jesti,0
342,usto hck će imati i ured u kojemu će biti pružena psihosocijalna pomoć i usluge službe traženja koja se bavi spajanjem obitelji jer smo već imali nekoliko slučajeva s izbjeglicama u hrvatskoj da su se tijekom puta razdvojili od obitelji pa traže pomoć,1
343,netko ode vlakom ostatak obitelji se ne uspije ukrcati a mi razmjenjujemo podatke s drugim državama i stranama pa im pomažemo da ih pronađu,0
344,sve je pod kontrolom dobivamo donacije nije kriza,1
345,ako se stanje promijeni obavijestiti ćemo javnost kazala je zorić za index,0
346,šatorsko naselje u opatovcu završeno je unutar 24 sata i spremno je za dolazak ljudi,0
347,u njemu će izbjeglice imati sve potrebne uvjete,0
348,u naselju je podignuto 200 vojnih šatora a svaki je kapaciteta je 26 osoba,0
349,u svaki je plan smjestiti po 22 ljudi javlja nova tv,0
350,tijekom današnjeg dana iz tovarnika je prema mađarskoj granici otišlo do sada oko 1600 migranata,0
351,prijevoz osoba do granice organizira se i dalje dok je u opatovcu izgradnja privremenog šatorskog naselja u kojem će se smjestiti migranti kako bi se sklonili od kiše i kako bi im se osigurali humaniji uvjeti,0
352,u opatovcu će migranti boraviti najduže 3648 sati a od tamo će ih se transportirati prema granici,0
353,do sada je u rh ušlo ukupno nešto manje od 27 tisuća migranata a u tovarniku se i dalje očekuje veliki priljev migranata javlja mup,1
354,mađarske vlasti još nisu vratile hrvatski vlak koji je u petak oko 23 sata s 36 hrvatskih policajaca i oko 1000 izbjeglica ušao u mađarsku javlja nova tv,0
355,svi koji nam prigovaraju da tranzitiramo nekoga da ne poštivamo pravila dublinske konvencije i slično trebaju se zapitati što su sami napravili izjavio je ranko ostojić na konferenciji za novinare na ulazu u kamp koji je uz državnu cestu na izlazu iz opatovca prema iloku podignula hrvatska vojska za privremeni smještaj migranata koji ulaze u hrvatsku,1
356,kroz mađarsku je kaže prošlo najmanje pola milijuna ljudi što neregistrirano što registrirano pa ta država ne može hrvatskoj djeliti lekcije o postupanju prema migrantima,1
357,sindikat kriminalističke policije uputio je u nedjelju prosvjedno pismo ministru unutarnjih poslova ranku ostojiću u kojemu neozbiljnim ugrožavajućim te profesionalno nedopustivim propustom rukovodstva mupa smatra to što je u petak u vlaku s migrantima u mađarsku upućeno i 36 hrvatskih policajaca te traže da se slučaj istraži i utvrdi udgovornost,1
358,volonter koji pomaže izbjeglicama na harmici za index je opisao trenutno stanje kod graničnog prijelaza,0
359,što se broja ljudi tiče tu ih je između 100 i 200 dosta ima obitelji male djece tek nešto malo mlađih muškaraca,0
360,postavljeno je nekoliko šatora madraci za spavanje u njima ima i centar neki gdje se kuha hrana volontera je jako puno domaće stanovništvo donosi stvari postoji i komunikacija s izbjeglica naši ljudi s djecom dolaze i dijele njihovoj djeci slatkiše i igračke,0
